"School name","School type","Post date","Updated date","Blank","Street","City","Province","Postal Code","Country"
"Sandstone Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","400 Ne 10th St","Hermiston","Oregon","97838-2077","United States"
"Sandy Grade School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 547","Sandy","Oregon","97055-0547","United States"
"Sandy High School","High school","2009-02-03 14:28","2009-02-03 14:28","","Po Box 547","Sandy","Oregon","97055-0547","United States"
"Santiam High School","High school","2009-02-03 14:28","2009-02-03 14:28","","Po Box 199","Mill City","Oregon","97360-0199","United States"
"Sauvie Island Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","14445 Nw Charlton Rd","Portland","Oregon","97231-1402","United States"
"Scappoose High School","High school","2009-02-03 14:28","2009-02-03 14:28","","33700 Se High School Way","Scappoose","Oregon","97056-3325","United States"
"Scappoose Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","52265 Columbia River Hwy","Scappoose","Oregon","97056-3598","United States"
"Scenic Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1955 Scenic Ave","Central Point","Oregon","97502-1698","United States"
"Schirle Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4875 Justice Way S","Salem","Oregon","97302-2226","United States"
"Scholls Heights Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","16400 Sw Loon Dr","Beaverton","Oregon","97007-8998","United States"
"School Of Dentistry","State college","2009-02-03 14:28","2009-02-03 14:28","","611 Sw Campus Dr","Portland","Oregon","97201-3097","United States"
"School Of Medicine","State college","2009-02-03 14:28","2009-02-03 14:28","","3181 Sw Sam Jackson Park Rd","Portland","Oregon","97201-3098","United States"
"School Of Nursing","State college","2009-02-03 14:28","2009-02-03 14:28","","3181 Sw Sam Jackson Park Rd","Portland","Oregon","97201-3098","United States"
"School Of Science & Technology","High school","2009-02-03 14:28","2009-02-03 14:28","","1841 Sw Merlo Dr","Beaverton","Oregon","97006-5013","United States"
"Scio High School","High school","2009-02-03 14:28","2009-02-03 14:28","","38875 Nw First Ave","Scio","Oregon","97374-9502","United States"
"Scio Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","38875 Nw First Ave","Scio","Oregon","97374-9502","United States"
"Scott Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","6700 Ne Prescott St","Portland","Oregon","97218-3505","United States"
"Scott Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4700 Arizona Ave Ne","Salem","Oregon","97305-2705","United States"
"Scotts Mills Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 40","Scotts Mills","Oregon","97375-0040","United States"
"Seaside Heights Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2000 Spruce St","Seaside","Oregon","97138-7549","United States"
"Seaside High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1901 N Holladay Dr","Seaside","Oregon","97138-7299","United States"
"Self Enhancement, Inc/sei Academy","Middle school","2009-02-03 14:24","2009-02-03 14:24","","3920 N Kerby Ave","Portland","Oregon","97227-1255","United States"
"Sellwood Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","8300 Se 15th Ave","Portland","Oregon","97202-7198","United States"
"Seneca Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 69","Seneca","Oregon","97873-0069","United States"
"Seven Oak Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","550 Cascade Dr","Lebanon","Oregon","97355-3721","United States"
"Sexton Mountain Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","15645 Sw Sexton Mtn Dr","Beaverton","Oregon","97007-6449","United States"
"Shady Cove School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 138","Shady Cove","Oregon","97539-0138","United States"
"Shasta Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1951 Madison St","Klamath Falls","Oregon","97603-5191","United States"
"Shasta Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","4656 Barger Ave","Eugene","Oregon","97402-1299","United States"
"Shaver Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","3701 Ne 131st Pl","Portland","Oregon","97230-2868","United States"
"Sheldon High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2455 Willakenzie Rd","Eugene","Oregon","97401-4898","United States"
"Sheridan High School","High school","2009-02-03 14:28","2009-02-03 14:28","","433 S Bridge St","Sheridan","Oregon","97378-1896","United States"
"Sherman Junior/senior High School","High school","2009-02-03 14:28","2009-02-03 14:28","","65912 High School Lp","Moro","Oregon","97039-3020","United States"
"Sherwood Heights Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","3111 Sw Marshall Ave","Pendleton","Oregon","97801-3898","United States"
"Sherwood High School","High school","2009-02-03 14:28","2009-02-03 14:28","","16956 Sw Meinecke Rd","Sherwood","Oregon","97140-9204","United States"
"Sherwood Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","21970 Sw Sherwood Blvd","Sherwood","Oregon","97140-9324","United States"
"Siletz Valley Early College Academy","High school","2009-02-03 14:28","2009-02-03 14:28","","Po Box 247","Siletz","Oregon","97380-0247","United States"
"Siletz Valley School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 247","Siletz","Oregon","97380-0247","United States"
"Silver Crest Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","365 Loar Rd Se","Silverton","Oregon","97381-9477","United States"
"Silverton High School","High school","2009-02-03 14:28","2009-02-03 14:28","","802 Schlador St","Silverton","Oregon","97381-1035","United States"
"Sisters Charter Academy Of Fine Arts","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 503","Sisters","Oregon","97759","United States"
"Sisters Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","611 E Cascade","Sisters","Oregon","97759-5037","United States"
"Sisters High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1700 W Mckinney Butte Rd","Sisters","Oregon","97759","United States"
"Sisters Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","15200 Mckenzie Hwy","Sisters","Oregon","97759-0","United States"
"Sitton Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","9930 N Smith St","Portland","Oregon","97203-1599","United States"
"Siuslaw Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2221 Oak St","Florence","Oregon","97439-9618","United States"
"Siuslaw High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2975 Oak St","Florence","Oregon","97439-9522","United States"
"Siuslaw Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","2525 Oak St","Florence","Oregon","97439-9526","United States"
"Sky View Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","63555 Ne 18th St","Bend","Oregon","97701-8352","United States"
"Skyline Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","11536 Nw Skyline Blvd","Portland","Oregon","97231-2603","United States"
"Sojourner School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1905 Se Oak Grove Blvd","Milwaukie","Oregon","97267-2695","United States"
"South Albany High School","High school","2009-02-03 14:28","2009-02-03 14:28","","3705 Columbus Se","Albany","Oregon","97322-6199","United States"
"South Baker Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1285 Third St","Baker City","Oregon","97814-4204","United States"
"South Columbia Family School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","33589 High School Way","Scappoose","Oregon","97056-3326","United States"
"South Eugene High School","High school","2009-02-03 14:28","2009-02-03 14:28","","400 E 19th Ave","Eugene","Oregon","97401-4190","United States"
"South Jetty High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1250 Se 19th St","Warrenton","Oregon","97146-9999","United States"
"South Medford High School","High school","2009-02-03 14:28","2009-02-03 14:28","","815 S Oakdale Ave","Medford","Oregon","97501-3531","United States"
"South Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","350 W Harbeck Rd","Grants Pass","Oregon","97527-5695","United States"
"South Prairie Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","6855 S Prairie Rd","Tillamook","Oregon","97141-8531","United States"
"South Salem High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1910 Church St Se","Salem","Oregon","97302-3018","United States"
"South Santiam Watershed Council","High school","2009-02-03 14:28","2014-03-14 10:15","","1641 Long St","Sweet Home","Oregon","97386-2398","United States"
"South Sherman Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 68","Grass Valley","Oregon","97029-0068","United States"
"South Shore Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","910 Bain St Se","Albany","Oregon","97322-5218","United States"
"South Umpqua High School","High school","2009-02-03 14:28","2009-02-03 14:28","","501 Nw Chadwick Ln","Myrtle Creek","Oregon","97457-9797","United States"
"South Wasco County High School","High school","2009-02-03 14:28","2009-02-03 14:28","","Po Box 347","Maupin","Oregon","97037-0347","United States"
"Southern Oregon University","State college","2009-02-03 14:28","2009-02-03 14:28","","1250 Siskiyou Blvd","Ashland","Oregon","97520-5000","United States"
"Southridge High School","High school","2009-02-03 14:28","2009-02-03 14:28","","9625 Sw 125th Ave","Beaverton","Oregon","97008-7755","United States"
"Southwest Charter School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 19816","Portland","Oregon","97280","United States"
"Southwestern Oregon Community College","Community college","2009-02-03 14:28","2009-02-03 14:28","","1988 Newmark","Coos Bay","Oregon","97420-2912","United States"
"Spanish-english International School","High school","2009-02-03 14:28","2009-02-03 14:28","","6941 N Central St","Portland","Oregon","97203-6299","United States"
"Spencer Butte Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","500 E 43rd Ave","Eugene","Oregon","97405-3999","United States"
"Sprague High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2373 Kuebler Blvd S","Salem","Oregon","97302-9403","United States"
"Spray School","ElementaryMiddle schoolHigh school","2009-02-03 14:22","2009-02-03 14:22","","Po Box 230","Spray","Oregon","97874-0230","United States"
"Spring Creek Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","560 Irvington Dr","Eugene","Oregon","97404-1099","United States"
"Spring Mountain Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","11645 Se Masa Ln","Portland","Oregon","97236-6475","United States"
"Springfield High School","High school","2009-02-03 14:28","2009-02-03 14:28","","875 7th St","Springfield","Oregon","97477-4064","United States"
"Springfield Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1084  G  St","Springfield","Oregon","97477-4199","United States"
"Springwater Environmental Sciences School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 3010","Oregon City","Oregon","97045","United States"
"Springwater Trail High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1440 Se Fleming Ave","Gresham","Oregon","97080-3697","United States"
"St Helens Arthur Academy","Elementary","2009-02-03 14:22","2009-02-03 14:22","","","","Oregon","","United States"
"St Helens High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2375 Gable Rd","St Helens","Oregon","97051-2998","United States"
"St Helens Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","354 N 15th St","St Helens","Oregon","97051-1399","United States"
"St Marys Public School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","590 E College","Mt Angel","Oregon","97362-9532","United States"
"St Paul Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","20449 Main St Ne","St Paul","Oregon","97137-9701","United States"
"St Paul High School","High school","2009-02-03 14:28","2009-02-03 14:28","","20449 Main St Ne","St Paul","Oregon","97137-9701","United States"
"St Pius X Church School","High schoolMiddle school","2010-11-09 10:09","2010-11-09 10:09","","1260 NW Saltzman Rd","Portland","Oregon","97229","United States"
"St. Mary's School","ElementaryMiddle school","2011-08-09 14:12","2011-08-09 14:12","","815 Broadalbin St. SW","Albany","Oregon","97321","United States"
"St. Thomas More School","ElementaryMiddle school","2010-07-22 11:49","2010-07-22 11:49","","3521 SW Patton Rd.","Portland","Oregon","97221","United States"
"Stafford Primary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","19875 Sw Stafford Rd","West Linn","Oregon","97068-9397","United States"
"Stanfield Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1120 N Main St","Stanfield","Oregon","97875-9700","United States"
"Stanfield Secondary School","High school","2009-02-03 14:28","2009-02-03 14:28","","1120 N Main St","Stanfield","Oregon","97875-9700","United States"
"Stayton Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","875 N 3rd","Stayton","Oregon","97383-1207","United States"
"Stayton High School","High school","2009-02-03 14:28","2009-02-03 14:28","","757 W Locust St","Stayton","Oregon","97383-1133","United States"
"Stayton Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1021 Shaff Rd","Stayton","Oregon","97383-1045","United States"
"Stearns Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","3641 Crest St","Klamath Falls","Oregon","97603-7399","United States"
"Stella Mayfield Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 35","Elgin","Oregon","97827-0035","United States"
"Stephens Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","4962 Haysville Dr Ne","Salem","Oregon","97305-3327","United States"
"Stephenson Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2627 Sw Stephenson St","Portland","Oregon","97219-8285","United States"
"Stoller Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","14141 Nw Laidlaw Rd","Portland","Oregon","97229-2337","United States"
"Sublimity Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 269","Sublimity","Oregon","97385-0269","United States"
"Sue Buel Elementary","Elementary","2009-02-03 14:22","2009-02-03 14:22","","","","Oregon","","United States"
"Summit High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2855 Nw Clearwater Dr","Bend","Oregon","97701-9469","United States"
"Sumpter Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","525 Rockwood St Se","Salem","Oregon","97306-1756","United States"
"Sunny Wolf Charter School","Elementary","2014-11-13 12:56","2014-11-13 12:56","","100 Ruth Ave.","Wolf Creek","Oregon","97497","United States"
"Sunnyside Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","13401 Se 132nd Ave","Clackamas","Oregon","97015-9340","United States"
"Sunnyside Environmental School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","3421 Se Salmon St","Portland","Oregon","97214-4299","United States"
"Sunnyslope Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2230 Sw Cannon Rd","Roseburg","Oregon","97470-4656","United States"
"Sunridge Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","700 Sw Runnion Ave","Pendleton","Oregon","97801-2090","United States"
"Sunrise Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","730 19th Ave Se","Albany","Oregon","97322-4298","United States"
"Sunrise Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","14331 Se 132nd","Clackamas","Oregon","97015-9336","United States"
"Sunset Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","300 E Catherine Ave","Hermiston","Oregon","97838-1889","United States"
"Sunset High School","High school","2009-02-03 14:28","2009-02-03 14:28","","13840 Nw Cornell Rd","Portland","Oregon","97229-5403","United States"
"Sunset Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 509","Coos Bay","Oregon","97420-0102","United States"
"Sunset Primary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2351 Oxford St","West Linn","Oregon","97068-3898","United States"
"Suntex Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","68178 Silver Creek Rd","Riley","Oregon","97758-9606","United States"
"Sutherlin High School","High school","2009-02-03 14:28","2009-02-03 14:28","","500 E Fourth St","Sutherlin","Oregon","97479-9541","United States"
"Sutherlin Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","649 E Fourth St","Sutherlin","Oregon","97479-9544","United States"
"Sweet Home Charter School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 190","Sweet Home","Oregon","97386-0190","United States"
"Sweet Home Junior High School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","880 22nd Ave","Sweet Home","Oregon","97386-2899","United States"
"Sweetbriar Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","501 Se Sweetbriar Ln","Troutdale","Oregon","97060-2544","United States"
"Swegle Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4485 Market St Ne","Salem","Oregon","97301-2283","United States"
"Taft Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4040 High School Dr","Lincoln City","Oregon","97365-1699","United States"
"Taft High School","High school","2009-02-03 14:28","2009-02-03 14:28","","3780 Spyglass Ridge Se","Lincoln City","Oregon","97367-1939","United States"
"Takena Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1210 12th Ave Sw","Albany","Oregon","97321-2030","United States"
"Talent Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 296","Talent","Oregon","97540-0296","United States"
"Talent Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","Po Box 359","Talent","Oregon","97540-0359","United States"
"Talmadge Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","510 16th St","Independence","Oregon","97351-1099","United States"
"Tangent Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","32100 Old Oak Dr","Tangent","Oregon","97389-9766","United States"
"Terra Linda Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1998 Nw 143rd Ave","Portland","Oregon","97229-4304","United States"
"Terrebonne Community School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1199  B  Ave","Terrebonne","Oregon","97760-9440","United States"
"Territorial Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","92609 Territorial Rd","Junction City","Oregon","97448-9596","United States"
"The Art Institute Of Portland","Private college","2009-02-03 14:29","2009-02-03 14:29","","1122 Sw 5th Ave","Portland","Oregon","97209-2911","United States"
"The Dalles Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","1100 E 12th St","The Dalles","Oregon","97058-3099","United States"
"The Dalles-wahtonka High School","High school","2009-02-03 14:28","2009-02-03 14:28","","220 E 10th St","The Dalles","Oregon","97058-1999","United States"
"The Freshwater Trust","Community collegeElementaryHigh schoolMiddle school","2010-07-23 10:40","2010-07-23 10:40","","65 SW Yamhill St.Suite 200","Portland","Oregon","97204","United States"
"Thomas R Fowler Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","10865 Sw Walnut St","Tigard","Oregon","97223-4099","United States"
"Three Lakes High School","High school","2009-02-03 14:28","2009-02-03 14:28","","4400 Lochner Rd Se","Albany","Oregon","97321-0","United States"
"Three Rivers Charter School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4975 Willamette Falls Dr","West Linn","Oregon","97068-3348","United States"
"Three Rivers Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","56900 Enterprise Dr","Sunriver","Oregon","97707-2121","United States"
"Thurston Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","7345 Thurston Rd","Springfield","Oregon","97478-6414","United States"
"Thurston High School","High school","2009-02-03 14:28","2009-02-03 14:28","","333 58th St","Springfield","Oregon","97478-6999","United States"
"Thurston Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","6300 Thurston Rd","Springfield","Oregon","97478-7099","United States"
"Tigard High School","High school","2009-02-03 14:28","2009-02-03 14:28","","9000 Sw Durham Rd","Tigard","Oregon","97224-5499","United States"
"Tillamook Bay Community College","Community college","2009-02-03 14:28","2009-02-03 14:28","","2510 1st St","Tillamook","Oregon","97141-2599","United States"
"Tillamook High School","High school","2009-02-03 14:28","2009-02-03 14:28","","2605 12th St","Tillamook","Oregon","97141-0304","United States"
"Tillamook Junior High School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","3906 Alder Ln","Tillamook","Oregon","97141-2797","United States"
"Tiller Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 189","Tiller","Oregon","97484-0189","United States"
"Timber Ridge School","ElementaryMiddle school","2013-05-08 17:02","2013-05-08 17:02","","373 Timber Ridge Street NE","Albany","Oregon","97322","United States"
"Tobias Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1065 Sw 206th Ave","Aloha","Oregon","97006-1571","United States"
"Toketee Falls Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","100 Toketee School Rd","Idleyld Park","Oregon","97447-9705","United States"
"Toledo Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","600 Se Sturdevant Rd","Toledo","Oregon","97391-9741","United States"
"Toledo High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1800 Ne Sturdevant Rd","Toledo","Oregon","97391-9741","United States"
"Tom Mccall Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1200 Nw Upas Ave","Redmond","Oregon","97756","United States"
"Tom Mccall Upper Elementary","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1341 Pacific Ave","Forest Grove","Oregon","97116-2386","United States"
"Trask Mountain Middle","Middle school","2009-02-03 14:24","2009-02-03 14:24","","310 E Main","Yamhill","Oregon","97148-8641","United States"
"Trask River High School","High school","2009-02-03 14:28","2009-02-03 14:28","","6700 Officers' Row","Tillamook","Oregon","97141-9699","United States"
"Treasure Valley Community College","Community college","2009-02-03 14:28","2009-02-03 14:28","","650 College Blvd","Ontario","Oregon","97914-3498","United States"
"Trent Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","37981 Wheeler Rd","Dexter","Oregon","97431-9793","United States"
"Tri City Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","546 Sw Chadwick Ln","Myrtle Creek","Oregon","97457-9796","United States"
"Triangle Lake School","ElementaryMiddle schoolHigh school","2009-02-03 14:22","2009-02-03 14:22","","20264 Blachly Grange Rd","Blachly","Oregon","97412-9714","United States"
"Trillium","ElementaryMiddle schoolHigh school","2009-02-03 14:22","2009-02-03 14:22","","5420 N Interstate Ave","Portland","Oregon","97217","United States"
"Troutdale Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","648 Se Harlow","Troutdale","Oregon","97060-2164","United States"
"Troy Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","66247 Redmond Grade Ln","Enterprise","Oregon","97828-5088","United States"
"Tualatin Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","20405 Sw 95th Ave","Tualatin","Oregon","97062-7552","United States"
"Tualatin High School","High school","2009-02-03 14:28","2009-02-03 14:28","","22300 Sw Boones Ferry Rd","Tualatin","Oregon","97062-7373","United States"
"Tumalo Community School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","19835 2nd St","Bend","Oregon","97701-9099","United States"
"Turner Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 129","Turner","Oregon","97392-0129","United States"
"Twality Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","14650 Sw 97th Ave","Tigard","Oregon","97224-5899","United States"
"Twin Oaks Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","85916 Bailey Hill Rd","Eugene","Oregon","97405-9499","United States"
"Tyee Outdoor Experience","Organization","2016-02-25 15:10","2016-02-25 15:10","","333 Dodson View Rd","Roseburg","Oregon","97471","United States"
"Ukiah School","ElementaryMiddle schoolHigh school","2009-02-03 14:22","2009-02-03 14:22","","Po Box 218","Ukiah","Oregon","97880-0218","United States"
"Umatilla High School","High school","2009-02-03 14:28","2009-02-03 14:28","","1400 7th St","Umatilla","Oregon","97882","United States"
"Umpqua Community College","Community college","2009-02-03 14:29","2009-02-03 14:29","","Po Box 967","Roseburg","Oregon","97470-0226","United States"
"Union County Education Center","High school","2009-02-03 14:28","2009-02-03 14:28","","10214 Wallowa Lake Hwy","Island City","Oregon","97850-8713","United States"
"Union Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","Po Box 868","Union","Oregon","97883-0868","United States"
"Union Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","92398 Water Users Ln","Lakeview","Oregon","97630-8016","United States"
"Union High School","High school","2009-02-03 14:28","2009-02-03 14:28","","Po Box 908","Union","Oregon","97883-0908","United States"
"University Of Oregon","State college","2009-02-03 14:28","2009-02-03 14:28","","","Eugene","Oregon","97403","United States"
"University Of Phoenix","Private college","2009-02-03 14:29","2009-02-03 14:29","","13221 Sw 68th Pkwy Ste 500","Tigard","Oregon","97223-8371","United States"
"University Of Portland","Private college","2009-02-03 14:29","2009-02-03 14:29","","5000 N Willamette Blvd","Portland","Oregon","97203-5798","United States"
"Uplands Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2055 Sw Wembley Park Rd","Lake Oswego","Oregon","97034-2699","United States"
"Upper Chetco Charter School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","16340 Lower Harbor Rd, Box 184","Brookings","Oregon","97415-8306","United States"
"Upper Deschutes Watershed Council","Community collegeElementaryHigh schoolMiddle schoolState college","2011-08-25 12:39","2011-08-25 12:39","","PO Box 1812","Bend","Oregon","97709","United States"
"Vale Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","403  E  St W","Vale","Oregon","97918-1599","United States"
"Vale High School","High school","2009-02-03 14:28","2009-02-03 14:28","","505 Viking Dr","Vale","Oregon","97918-1499","United States"
"Vale Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","403  E  St W","Vale","Oregon","97918-1599","United States"
"Valor Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","450 Parr Rd","Woodburn","Oregon","97071-5568","United States"
"Veneta Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","","","Oregon","","United States"
"Ventura Park Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","145 Se 117th Ave","Portland","Oregon","97216-3398","United States"
"Vern Patrick Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","3001 Sw Obsidian","Redmond","Oregon","97756-7884","United States"
"Verne A. Duncan Elementary","Elementary","2011-09-30 16:40","2011-09-30 16:40","","14898 SE Parklane Drive","Happy Valley","Oregon","97015","United States"
"Vernon Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2044 Ne Killingsworth St","Portland","Oregon","97211-5599","United States"
"Vernonia High School","High school","2009-02-03 14:28","2009-02-03 14:28","","299 Bridge St","Vernonia","Oregon","97064-1319","United States"
"Vernonia Middle School","Middle school","2009-02-03 14:24","2009-02-03 14:24","","249 Bridge St","Vernonia","Oregon","97064-1319","United States"
"Vestal Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","161 Ne 82nd Ave","Portland","Oregon","97220-6004","United States"
"Victor Point Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1175 Victor Point Rd Se","Silverton","Oregon","97381-9521","United States"
"View Acres Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","4828 Se View Acres Rd","Milwaukie","Oregon","97267-3019","United States"
"Village School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","2855 Lincoln St Ste B","Eugene","Oregon","97405-2798","United States"
"Vose Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","11350 Sw Denney Rd","Beaverton","Oregon","97008-5343","United States"
"W L Henry Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","1060 Se 24th Ave","Hillsboro","Oregon","97123-7210","United States"
"W Verne Mckinney Elementary School","Elementary","2009-02-03 14:22","2009-02-03 14:22","","535 Nw Darnielle St","Hillsboro","Oregon","97124-2214","United States"
